Name,Size,Type,Align.,AC,HP,Speeds,STR,DEX,CON,INT,WIS,CHA,Sav..Throws,Skills,WRI,Senses,Languages,CR,Additional,Font,Additional.Info,Author,realm,has_fly_speed,has_swim_speed
Misc. Creature;Giant Crocodile,Huge,Beast,U,14,85,30;swim 50,21,9,17,2,10,7,None,Stealth,None,Normal,None,5,Hold Breath,Monster Manual,NA,Wizards of the Coast,Other,0,1
Misc. Creature;Giant Eagle,Large,Beast,NG,13,26,10;fly 80,16,17,13,8,14,10,None,Perception,None,Normal,Own;Common;Auran,1,Keen Sight,Monster Manual,NA,Wizards of the Coast,Other,1,0
Misc. Creature;Giant Elk,Huge,Beast,U,14,42,60,19,16,14,7,14,10,None,Perception,None,Normal,Own;Common;Elvish;Sylvan,2,Charge,Monster Manual,NA,Wizards of the Coast,Other,0,0
Misc. Creature;Giant Fire Beetle,small,Beast,U,13,4,30,8,10,12,1,7,3,None,None,None,Blindsight 30,None,0,Illumination,Monster Manual,NA,Wizards of the Coast,Other,0,0
Misc. Creature;Giant Frog,Medium,Beast,U,11,18,30;swim 30,12,13,11,2,10,3,None,Perception;Stealth,None,Darkvision 30,None,0.25,Amphibious;Standing Leap,Monster Manual,NA,Wizards of the Coast,Other,0,1
Misc. Creature;Giant Goat,Large,Beast,U,11,19,40,17,11,12,3,12,6,None,None,None,Normal,None,0.5,Charge;Sure-Footed,Monster Manual,NA,Wizards of the Coast,Other,0,0
Misc. Creature;Giant Hyena,Large,Beast,U,12,45,50,16,14,14,2,12,7,None,Perception,None,Normal,None,1,Rampage,Monster Manual,NA,Wizards of the Coast,Other,0,0
Misc. Creature;Giant Lizard,Large,Beast,U,12,19,30;climb 30,15,12,13,2,10,5,None,None,None,Darkvision 30,None,0.25,None,Monster Manual,NA,Wizards of the Coast,Other,0,0
Misc. Creature;Giant Octopus,Large,Beast,U,11,52,10;swim 60,17,13,13,4,10,4,None,Perception;Stealth,None,Darkvision 60,None,1,Hold Breath;Underwater Camouflage;Water Breathing,Monster Manual,NA,Wizards of the Coast,Other,0,1
Misc. Creature;Giant Owl,Large,Beast,N,12,19,5;fly 60,13,15,12,8,13,10,None,Perception;Stealth,None,Darkvision 120,Own;Common;Elvish;Sylvan,0.25,FLyby;Keen Hearing;Keen Sight,Monster Manual,NA,Wizards of the Coast,Other,1,0
Misc. Creature;Giant Poisonous Snake,Medium,Beast,U,14,11,30;swim 30,10,18,13,2,10,3,None,Perception,None,Blindsight 10,None,0.25,None,Monster Manual,NA,Wizards of the Coast,Other,0,1
Misc. Creature;Giant Rat,Small,Beast,U,12,7,30,7,15,11,2,10,4,None,None,None,Darkvision 60,None,0.13,Keen Smell;Pack Tactics,Monster Manual,NA,Wizards of the Coast,Other,0,0
Misc. Creature;Giant Scorpion,Large,Beast,U,15,52,40,15,13,15,1,9,3,None,None,None,Blindsight 60,None,3,None,Monster Manual,NA,Wizards of the Coast,Other,0,0
Misc. Creature;Giant Sea Horse,Large,Beast,U,13,16,swim 40,12,15,11,2,12,5,None,None,None,Normal,None,0.5,Charge;Water Breathing,Monster Manual,NA,Wizards of the Coast,Other,0,1
Misc. Creature;Giant Shark,Huge,Beast,U,13,126,swim 50,23,11,21,1,10,5,None,Perception,None,Blindsight 60,None,5,Blood Frenzy;Water Breathing,Monster Manual,NA,Wizards of the Coast,Other,0,1
Misc. Creature;Giant Spider,Large,Beast,U,14,26,30;climb 30,14,16,12,2,11,4,None,Stealth,None,Blindsight 10;darkvision 60,None,1,Spider Climb;Web Sense;Web Walker,Monster Manual,NA,Wizards of the Coast,Other,0,0
Misc. Creature;Giant Toad,Large,Beast,U,11,39,20;swim 40,15,13,13,2,10,3,None,None,None,Darkvision 30,None,1,Amphibious;Standing Leap,Monster Manual,NA,Wizards of the Coast,Other,0,1
Misc. Creature;Giant Vulture,Large,Beast,NE,10,22,10;fly 60,15,10,15,6,12,7,None,Perception,None,Normal,Common,1,Keen Sight;Keen Smell;Pack Tactics,Monster Manual,NA,Wizards of the Coast,Other,1,0
Misc. Creature;Giant Wasp,Medium,Beast,U,12,13,10;fly 50,10,14,10,1,10,3,None,None,None,Normal,None,0.5,None,Monster Manual,NA,Wizards of the Coast,Other,1,0
Misc. Creature;Giant Weasel,Medium,Beast,U,13,9,40,11,16,10,4,12,5,None,Perception;Stealth,None,Darkvision 60,None,0.13,Keen Hearing;Keen Smell,Monster Manual,NA,Wizards of the Coast,Other,0,0
Misc. Creature;Giant Wolf Spider,Medium,Beast,U,13,11,40;climb 40,12,16,13,3,12,4,None,Perception;Stealth,None,Blindsight 10;darkvision 60,None,0.25,Spider Climb;Web Sense;Web Walker,Monster Manual,NA,Wizards of the Coast,Other,0,0
Misc. Creature;Goat,Medium,Beast,U,10,4,40,12,10,11,2,10,5,None,None,None,Normal,None,0,Charge;Sure-Footed,Monster Manual,NA,Wizards of the Coast,Other,0,0
Misc. Creature;Hawk,Tiny,Beast,U,13,1,10;fly 60,5,16,8,2,14,6,None,Perception,None,Normal,None,0,Keen Sight,Monster Manual,NA,Wizards of the Coast,Other,1,0
Misc. Creature;Hunter Shark,Large,Beast,U,12,45,swim 40,18,13,15,1,10,4,None,Perception,None,Blindsight 30,None,2,Blood Frenzy;Water Breathing,Monster Manual,NA,Wizards of the Coast,Other,0,1
Misc. Creature;Hyena,Medium,Beast,U,11,5,50,11,13,12,2,12,5,None,Perception,None,Normal,None,0,Pack Tactics,Monster Manual,NA,Wizards of the Coast,Other,0,0
Misc. Creature;Jackal,Small,Beast,U,12,3,40,8,15,11,3,12,6,None,Perception,None,Normal,None,0,Keen Hearing;Keen Smell;Pack Tactics,Monster Manual,NA,Wizards of the Coast,Other,0,0
Misc. Creature;Killer Whale,Huge,Beast,U,12,90,swim 60,19,10,13,3,12,7,None,Perception,None,Blindsight 120,None,3,Echolocation;Hold Breath;Keen Hearing,Monster Manual,NA,Wizards of the Coast,Other,0,1
Misc. Creature;Lion,Large,Beast,U,12,26,50,17,15,13,3,12,8,None,Perception;Stealth,None,Normal,None,1,Keen Smell;Pack Tactics;Pounce;Running Leap,Monster Manual,NA,Wizards of the Coast,Other,0,0
Misc. Creature;Lizard,Tiny,Beast,U,10,2,20;climb 20,2,11,10,1,8,3,None,None,None,Darkvision 30,None,0,None,Monster Manual,NA,Wizards of the Coast,Other,0,0
Misc. Creature;Mammoth,Huge,Beast,U,13,126,40,24,9,21,3,11,6,None,None,None,Normal,None,6,Trampling Charge,Monster Manual,NA,Wizards of the Coast,Other,0,0
Misc. Creature;Mastiff,Medium,Beast,U,12,5,40,13,14,12,3,12,7,None,Perception,None,Normal,None,0.13,Keen Hearing;Keen Smell,Monster Manual,NA,Wizards of the Coast,Other,0,0
Misc. Creature;Mule,Medium,Beast,U,10,11,40,14,10,13,2,10,5,None,None,None,Normal,None,0.13,Beast of Burden;Sure-Footed,Monster Manual,NA,Wizards of the Coast,Other,0,0
Misc. Creature;Octopus,Small,Beast,U,12,3,5;swim 30,4,15,11,3,10,4,None,Perception;Stealth,None,Darkvision 30,None,0,Hold Breath;Underwater Camouflage;Water Breathing,Monster Manual,NA,Wizards of the Coast,Other,0,1
Misc. Creature;Owl,Tiny,Beast,U,11,1,5;fly 60,3,13,8,2,12,7,None,Perception;Stealth,None,Darkvision 120,None,0,FLyby;Keen Hearing;Keen Sight,Monster Manual,NA,Wizards of the Coast,Other,1,0
Misc. Creature;Panther,Medium,Beast,U,12,13,50;climb 40,14,15,10,3,14,7,None,Perception;Stealth,None,Normal,None,0.25,Keen Smell;Pounce,Monster Manual,NA,Wizards of the Coast,Other,0,0
Misc. Creature;Phase Spider,Large,Monstrosity,U,13,32,30;climb 30,15,15,12,6,10,6,None,Stealth,None,Darkvision 60,None,3,Ethereal Jaunt;Spider Climb;Web Walker,Monster Manual,NA,Wizards of the Coast,Other,0,0
Misc. Creature;Poisonous Snake,Tiny,Beast,U,13,13,30;swim 30,2,16,11,1,10,3,None,None,None,Blindsight 10,None,0.13,None,Monster Manual,NA,Wizards of the Coast,Other,0,1
Misc. Creature;Polar Bear,Large,Beast,U,12,42,40;swim 30,20,10,16,2,13,7,None,Perception,None,Normal,None,2,Keen Smell,Monster Manual,NA,Wizards of the Coast,Other,0,1
Misc. Creature;Pony,Medium,Beast,U,10,11,40,15,10,13,2,11,7,None,None,None,Normal,None,0.13,None,Monster Manual,NA,Wizards of the Coast,Other,0,0
Misc. Creature;Quipper,Tiny,Beast,U,13,1,swim 40,2,16,9,1,7,2,None,None,None,Darkvision 60,None,0,Blood Frenzy;Water Breathing,Monster Manual,NA,Wizards of the Coast,Other,0,1
Misc. Creature;Rat,Tiny,Beast,U,10,1,20,2,11,9,2,10,4,None,None,None,Darkvision 30,None,0,Keen Smell,Monster Manual,NA,Wizards of the Coast,Other,0,0
Misc. Creature;Raven,Tiny,Beast,U,12,1,10;fly 50,2,14,8,2,12,6,None,Perception,None,Normal,None,0,Mimicry,Monster Manual,NA,Wizards of the Coast,Other,1,0
Misc. Creature;Reef Shark,Medium,Beast,U,12,22,swim 40,14,13,13,1,10,4,None,Perception,None,Blindsight 30,None,0.5,Pack Tactics;Water Breathing,Monster Manual,NA,Wizards of the Coast,Other,0,1
Misc. Creature;Rhinoceros,Large,Beast,U,11,45,40,21,8,15,2,12,6,None,None,None,Normal,None,2,Charge,Monster Manual,NA,Wizards of the Coast,Other,0,0
Misc. Creature;Riding Horse,Large,Beast,U,10,13,60,16,10,12,2,11,7,None,None,None,Normal,None,0.25,None,Monster Manual,NA,Wizards of the Coast,Other,0,0
Misc. Creature;Saber-Toothed Tiger,Large,Beast,U,12,52,40,18,14,15,3,12,8,None,Perception;Stealth,None,Normal,None,2,Keen Smell;Pounce,Monster Manual,NA,Wizards of the Coast,Other,0,0
Misc. Creature;Scorpion,Tiny,Beast,U,11,1,10,2,11,8,1,8,2,None,None,None,Normal,None,0,None,Monster Manual,NA,Wizards of the Coast,Other,0,0
Misc. Creature;Sea Horse,Tiny,Beast,U,11,1,swim 20,1,12,8,1,10,2,None,None,None,Normal,None,0,Water Breathing,Monster Manual,NA,Wizards of the Coast,Other,0,1
Misc. Creature;Spider,Tiny,Beast,U,12,1,20;climb 20,2,14,8,1,10,2,None,Stealth,None,Darkvision 30,None,0,Spider Climb;Web Sense;Web Walker,Monster Manual,NA,Wizards of the Coast,Other,0,0
Misc. Creature;Swarm of Bats,Medium,Beast,U,12,22,fly 30,5,15,10,2,12,4,None,None,Bludgeoningres;piercingres;slashingres;charmedimmu;frightenedimmu;paralyzedimmu;petrifiedimmu;proneimmu;restrainedimmu;stunnedimmu,Blindsight 60,None,0.25,Echolocation;Keen Hearing Swarm,Monster Manual,NA,Wizards of the Coast,Other,1,0
Misc. Creature;Swarm of Insects,Medium,Beast,U,12,22,20;climb 20,3,13,10,1,7,1,None,None,Bludgeoningres;piercingres;slashingres;charmedimmu;frightenedimmu;paralyzedimmu;petrifiedimmu;proneimmu;restrainedimmu;stunnedimmu,Blindsight 10,None,0.5,Swarm,Monster Manual,NA,Wizards of the Coast,Other,0,0
Misc. Creature;Swarm of Poisonous Snakes,Medium,Beast,U,14,36,30;swim 30,8,18,11,1,10,3,None,None,Bludgeoningres;piercingres;slashingres;charmedimmu;frightenedimmu;paralyzedimmu;petrifiedimmu;proneimmu;restrainedimmu;stunnedimmu,Blindsight 10,None,2,Swarm,Monster Manual,NA,Wizards of the Coast,Other,0,1
Misc. Creature;Swarm of Quippers,Medium,Beast,U,13,28,swim 40,13,16,9,1,7,2,None,None,Bludgeoningres;piercingres;slashingres;charmedimmu;frightenedimmu;paralyzedimmu;petrifiedimmu;proneimmu;restrainedimmu;stunnedimmu,Normal,None,1,Blood Frenzy;Swarm;Water Breathing,Monster Manual,NA,Wizards of the Coast,Other,0,1
Misc. Creature;Swarm of Rats,Medium,Beast,U,10,24,30,9,11,9,2,10,3,None,None,Bludgeoningres;piercingres;slashingres;charmedimmu;frightenedimmu;paralyzedimmu;petrifiedimmu;proneimmu;restrainedimmu;stunnedimmu,Normal,None,0.25,Keen Smell;Swarm,Monster Manual,NA,Wizards of the Coast,Other,0,0
Misc. Creature;Swarm of Ravens,Medium,Beast,U,12,24,10;fly 50,6,14,8,3,12,6,None,Perception,Bludgeoningres;piercingres;slashingres;charmedimmu;frightenedimmu;paralyzedimmu;petrifiedimmu;proneimmu;restrainedimmu;stunnedimmu,Normal,None,0.25,Swarm,Monster Manual,NA,Wizards of the Coast,Other,1,0
Misc. Creature;Tiger,Large,Beast,U,12,37,40,17,15,14,3,12,8,None,Perception;Stealth,None,Darkvision 60,None,1,Keen Smell;Pounce,Monster Manual,NA,Wizards of the Coast,Other,0,0
Misc. Creature;Vulture,Medium,Beast,U,10,5,10;fly 50,7,10,13,2,12,4,None,Perception,None,Normal,None,0,Keen Sight;Keen Smell;Pack Tactics,Monster Manual,NA,Wizards of the Coast,Other,1,0
Misc. Creature;Warhorse,Large,Beast,U,11,19,60,18,12,13,2,12,7,None,None,None,Normal,None,0.5,Trampling Charge,Monster Manual,NA,Wizards of the Coast,Other,0,0
Misc. Creature;Weasel,Tiny,Beast,U,13,1,30,3,16,8,2,12,3,None,Perception;Stealth,None,Normal,None,0,Keen Hearing;Keen Smell,Monster Manual,NA,Wizards of the Coast,Other,0,0
Misc. Creature;Winter Wolf,Large,Monstrosity,NE,13,75,50,18,13,14,7,12,8,None,Perception;Stealth,Coldimmu,Normal,Common;Giant;Own,3,Keen Hearing;Keen Smell;Pack Tactics;Snow Camouflage,Monster Manual,NA,Wizards of the Coast,Other,0,0
Misc. Creature;Wolf,Medium,Beast,U,13,11,40,12,15,12,3,12,6,None,Perception;Stealth,None,Normal,None,0.25,Keen Hearing;Keen Smell;Pack Tactics,Monster Manual,NA,Wizards of the Coast,Other,0,0
Misc. Creature;Worg,Large,Monstrosity,NE,13,26,50,16,13,13,7,11,8,None,Perception,None,Darkvision 60,Goblin;Own,0.5,Keen Hearing;Keen Smell,Monster Manual,NA,Wizards of the Coast,Other,0,0
Modron;Duodrone,Medium,Construct,LN,15,11,30,11,13,12,6,10,7,None,None,None,Truesight 120,Modron,0.25,Axiomatic Mind;Disintegration,Monster Manual,NA,Wizards of the Coast,Other,0,0
Modron;Monodrone,Medium,Construct,LN,15,5,30;fly 30,1,13,12,4,10,5,None,None,None,Truesight 120,Modron,0.13,Axiomatic Mind;Disintegration,Monster Manual,NA,Wizards of the Coast,Other,1,0
Modron;Pentadrone,Large,Construct,LN,16,32,40,15,14,12,10,10,13,None,Perception,None,Truesight 120,Modron,2,Axiomatic Mind;Disintegration,Monster Manual,NA,Wizards of the Coast,Other,0,0
Modron;Quadrone,Medium,Construct,LN,16,22,30;fly 30,12,14,12,10,10,11,None,Perception,None,Truesight 120,Modron,1,Axiomatic Mind;Disintegration,Monster Manual,NA,Wizards of the Coast,Other,1,0
Modron;Tridrone,Medium,Construct,LN,15,16,30,12,13,12,9,10,9,None,None,None,Truesight 120,Modron,0.5,Axiomatic Mind;Disintegration,Monster Manual,NA,Wizards of the Coast,Other,0,0
Mongrelfolk,Medium,Humanoid (Mongrelfolk),ANY,11,26,20,12,9,15,9,10,6,None,Deception;Perception;Stealth,None,Normal,Common,0.25,Mimicry,Curse of Strahd,NA,Wizards of the Coast,Other,0,0
Morkoth,Medium,Aberration,CE,17,130,25;swim 50,14,14,14,20,15,13,DEX;INT;WIS,Arcana;History;Perception;Stealth,Nonmagicalres,Blindsight 30;darkvision 120,Telepathy 120,11,Amphibious;Normal Spellcasting,Volo's Guide to Monsters,NA,Wizards of the Coast,Other,0,1
Mummy,Medium,Undead,LE,11,58,20,16,8,15,6,10,12,WIS,None,Fireweak;nonmagicalres;necroticimmu;poisonimmu;charmedimmu;exhaustionimmu;frightenedimmu;paralyzedimmu;poisonedimmu,Darkvision 60,Any,3,None,Monster Manual,NA,Wizards of the Coast,Other,0,0
Mummy Lord,Medium,Undead,LE,17,97,20,18,10,17,11,18,16,CON;INT;WIS;CHA,History;Religion,Fireweak;necroticimmu;poisonimmu;nonmagicalimmu;charmedimmu;exhaustionimmu;frightenedimmu;paralyzedimmu;poisonedimmu,Darkvision 60,Any,15,Magic Resistance;Rejuvenation;Normal Spellcasting;Legendary;Lair,Monster Manual,NA,Wizards of the Coast,Other,0,0
Myconid Adult,Medium,Plant,LN,12,22,20,10,10,12,10,13,7,None,None,None,Darkvision 120,None,0.5,Distress Spores;Sun Sickness,Monster Manual,NA,Wizards of the Coast,Other,0,0
Myconid Sovereign,Large,Plant,LN,13,60,30,12,10,14,13,15,10,None,None,None,Darkvision 120,None,2,Distress Spores;Sun Sickness,Monster Manual,NA,Wizards of the Coast,Other,0,0
Myconid Sprout,Small,Plant,LN,10,7,10,8,10,10,8,11,5,None,None,None,Darkvision 120,None,0,Distress Spores;Sun Sickness,Monster Manual,NA,Wizards of the Coast,Other,0,0
Naergoth Bladelord,Medium,Undead,NE,18,135,30,20,12,16,12,14,16,DEX;WIS,Perception;Stealth,Necroticres;nonmagicalres;poisonimmu;exhaustionimmu;poisonedimmu,Darkvision 60,Common;Draconic,11,Sunlight Sensitivity,Rise of Tiamat,NA,Wizards of the Coast,Other,0,0
Naga;Bone,Large,Undead,LE,15,58,30,15,16,12,15,15,16,None,None,Poisonimmu;charmedimmu;exhaustionimmu;paralyzedimmu;poisonedimmu,Darkvision 60,Common;Any,4,Normal Spellcasting,Monster Manual,NA,Wizards of the Coast,Other,0,0
Naga;Guardian,Large,Monstrosity,LG,18,127,40,19,18,16,16,19,18,DEX;CON;INT;WIS;CHA,None,Poisonimmu;charmedimmu;poisonedimmu,Darkvision 60,Celestial;Common,10,Rejuvenation;Normal Spellcasting,Monster Manual,NA,Wizards of the Coast,Other,0,0
Naga;Spirit,Large,Monstrosity,CE,15,75,40,18,17,14,16,15,16,DEX;CON;INT;WIS;CHA,None,Poisonimmu;charmedimmu;poisonedimmu,Darkvision 60,Abyssal Common,8,Rejuvenation;Normal Spellcasting,Monster Manual,NA,Wizards of the Coast,Other,0,0
Nagpa,Medium,Humanoid (Nagpa),NE,19,187,30,9,15,12,23,18,21,INT;WIS;CHA,Arcana;Deception;History;Insight;Perception,None,Truesight 120,Common;Any,17,Corruption;Paralysis;Normal Spellcasting,Mordenkainen's Tome of Foes,NA,Wizards of the Coast,Other,0,0
Neogi,Small,Aberration,LE,15,33,30;climb 30,6,16,14,13,12,15,None,Intimidation;Perception,None,Darkvision 60,Common;Deep SPeech;Undercommon,3,Mental Fortitude;Spider Climb,Volo's Guide to Monsters,NA,Wizards of the Coast,Other,0,0
Neogi Hatchling,Tiny,Aberration,LE,11,7,20;climb 20,3,13,10,6,10,9,None,None,None,Darkvision 60,None,0.13,Mental Fortitude;Spider Climb,Volo's Guide to Monsters,NA,Wizards of the Coast,Other,0,0
Neogi Master,Medium,Aberration,LE,15,71,30;climb 30,6,16,14,16,12,18,WIS,Arcana;Deception;Intimidation;Perception;Persuasion,None,Darkvision 120,Common;Deep Speech;Undercommon,4,Mental Fortitude;Normal Spellcasting;Spider Climb,Volo's Guide to Monsters,NA,Wizards of the Coast,Other,0,0
Neothelid,Gargantuan,Aberration,CE,16,325,30,27,7,21,3,16,12,INT;WIS;CHA,None,None,Blindsight 120,None,13,Creature Sense;Innate Spellcasting (Psionics);Magic Resistance,Volo's Guide to Monsters,NA,Wizards of the Coast,Other,0,0
Nereid,Medium,Fey,ANY CHAOTIC,13,44,30;swim 60,10,17,12,13,14,16,None,Acrobatics;Nature;Stealth;Survival,None,Darkvision 60,Aquan;Common;Elvish;Sylvan,2,Amphibious;Aquatic Invisibility;Mantle Dependent;Shape Water;Speak with Animals,Tales from the Yawning Portal,NA,Wizards of the Coast,Feywild,0,1
Nightmare,Large,Fiend,NE,13,68,60;fly 90,18,15,16,10,13,15,None,None,Fireimmu,Normal,Abyssal;Common;Infernal,3,Confer Fire Resistance;Illumination,Monster Manual,NA,Wizards of the Coast,Nine Hells,1,0
Nightwalker,Huge,Undead,CE,14,297,40;fly 40,22,19,24,6,9,8,CON,None,Acidres;coldres;fireres;lightningres;thunderres;nonmagicalres;necroticimmu;poisonimmu;charmedimmu;exhaustionimmu;grappledimmu;paralyzedimmu;petrifiedimmu;poisonedimmu;proneimmu;restrainedimmu,Darkvision 120,None,20,Annihilating Aura;Life Eater,Mordenkainen's Tome of Foes,NA,Wizards of the Coast,Other,1,0
Nilbog,Small,Humanoid (Goblinoid),CE,13,7,30,8,14,10,10,8,15,None,Stealth,None,Darkvision 60,COmmon;Goblin,1,Innate Spellcasting;Nilbogism;Nimble Escape,Volo's Guide to Monsters,NA,Wizards of the Coast,Other,0,0
Nothic,Medium,Aberration,NE,15,45,30,14,16,16,13,10,8,None,Arcana;Insight;Perception;Stealth,None,Truesight 120,Undercommon,2,Keen Sight,Monster Manual,NA,Wizards of the Coast,Other,0,0
NPC;Abjurer,Medium,Humanoid (Any Race),ANY,12,84,30,9,14,14,18,12,11,INT;WIS,Arcana;History,None,Normal,Any,9,Normal Spellcasting;Arcane Ward,Volo's Guide to Monsters,NA,Wizards of the Coast,Other,0,0
NPC;Acolyte,Medium,Humanoid,ANY,10,9,30,10,10,10,10,14,11,None,Medicine;Religion,None,Normal,Any,0.25,Normal Spellcasting,Monster Manual,NA,Wizards of the Coast,Other,0,0
NPC;Apprentice Wizard,Medium,Humanoid (Any Race),ANY,10,9,30,10,10,10,14,10,11,None,Arcana;History,None,Normal,Any,0.25,Normal Spellcasting,Volo's Guide to Monsters,NA,Wizards of the Coast,Other,0,0
NPC;Archdruid,Medium,Humanoid (Any Race),ANY,16,132,30,10,14,12,12,20,11,INT;WIS,Medicine;Nature;Perception,None,Normal,Druidic;Any,12,Normal Spellcasting,Volo's Guide to Monsters,NA,Wizards of the Coast,Other,0,0
NPC;Archer,Medium,Humanoid (Any Race),ANY,16,75,30,11,18,16,11,13,10,None,Acrobatics;Perception;Stealth,None,Normal,Any,3,Archer's Eye,Volo's Guide to Monsters,NA,Wizards of the Coast,Other,0,0
NPC;Archmage,Medium,Humanoid,ANY,12,99,30,10,14,12,20,15,16,INT;WIS,Arcana;History,Spellres;nonmagicalres,Normal,Any,12,Magic Resistance;Normal Spellcasting,Monster Manual,NA,Wizards of the Coast,Other,0,0
NPC;Assassin,Medium,Humanoid,NOT GOOD,15,78,30,11,16,14,13,11,10,DEX;INT,Acrobatics;Deception;Perception;Stealth,Poisonres,Normal,Thieves' Cant;Any,8,Assassinate;Evasion;Sneak Attack,Monster Manual,NA,Wizards of the Coast,Other,0,0
NPC;Bandit,Medium,Humanoid,NOT LAWFUL,12,11,30,11,12,12,10,10,10,None,None,None,Normal,Any,0.13,None,Monster Manual,NA,Wizards of the Coast,Other,0,0
NPC;Bandit Captain,Medium,Humanoid,NOT LAWFUL,15,65,30,15,16,14,14,11,14,STR;DEX;WIS,Athletics;Deception,None,Normal,Any,2,None,Monster Manual,NA,Wizards of the Coast,Other,0,0
NPC;Bard,Medium,Humanoid (Any Race),ANY,15,44,30,11,14,12,10,13,14,DEX;WIS,Acrobatics;Perception;Performance,None,Normal,Any,2,Normal SPellcasting;Song of Rest;Taunt,Volo's Guide to Monsters,NA,Wizards of the Coast,Other,0,0
NPC;Berserker,Medium,Humanoid,ANY CHAOTIC,13,67,30,16,12,17,9,11,9,None,None,None,Normal,Any,2,Reckless,Monster Manual,NA,Wizards of the Coast,Other,0,0
NPC;Blackguard,Medium,Humanoid (Any Race),NOT GOOD,18,153,30,18,11,18,11,14,15,WIS;CHA,Athletics;Deception;Intimidation,None,Normal,Any,8,Normal Spellcasting,Volo's Guide to Monsters,NA,Wizards of the Coast,Other,0,0
NPC;Champion,Medium,Humanoid (Any Race),ANY,18,143,30,20,15,14,10,14,12,STR;CON,Athletics;Intimidation;Perception,None,Normal,Any,9,Indomitable;Second Wind,Volo's Guide to Monsters,NA,Wizards of the Coast,Other,0,0
NPC;Commoner,Medium,Humanoid,ANY,10,4,30,10,10,10,10,10,10,None,None,None,Normal,Any,0,None,Monster Manual,NA,Wizards of the Coast,Other,0,0
NPC;Conjurer,Medium,Humanoid (Any Race),ANY,12,40,30,9,14,11,17,12,11,INT;WIS,Arcana;History,None,Normal,Any,6,Normal Spellcasting;Benign Transportation,Volo's Guide to Monsters,NA,Wizards of the Coast,Other,0,0
NPC;Cult Fanatic,Medium,Humanoid,NOT GOOD,13,33,30,11,14,12,10,13,14,None,Deception;Persuasion;Religion,None,Normal,Any,2,Dark Devotion;Normal Spellcasting,Monster Manual,NA,Wizards of the Coast,Other,0,0
NPC;Cultist,Medium,Humanoid,NOT GOOD,12,9,30,11,12,10,10,11,10,None,Deception;Religion,None,Normal,Any,0.13,Dark Devotion,Monster Manual,NA,Wizards of the Coast,Other,0,0
